loop_i,video_fid,t_sec,camera_id,kind,track_id
830,4150,138.333,camera_5,removed,60
832,4160,138.667,camera_4,new_track,16
832,4160,138.667,camera_5,removed,58
833,4165,138.833,camera_5,removed,59
837,4185,139.5,camera_5,new_track,62
838,4190,139.667,camera_4,lost_track,16
838,4190,139.667,camera_5,lost_track,62
838,4190,139.667,camera_5,removed,54
839,4195,139.833,camera_5,new_track,63
839,4195,139.833,camera_5,reacquired,62
844,4220,140.667,camera_3,lost_track,13
845,4225,140.833,camera_3,new_track,15
845,4225,140.833,camera_3,reacquired,13
847,4235,141.167,camera_7,removed,14
849,4245,141.5,camera_6,removed,40
850,4250,141.667,camera_3,lost_track,15
851,4255,141.833,camera_5,lost_track,62
851,4255,141.833,camera_6,new_track,41
852,4260,142.0,camera_1,lost_track,17
852,4260,142.0,camera_5,lost_track,63
853,4265,142.167,camera_5,reacquired,63
854,4270,142.333,camera_6,new_track,42
856,4280,142.667,camera_5,new_track,64
856,4280,142.667,camera_5,lost_track,63
858,4290,143.0,camera_1,removed,16
859,4295,143.167,camera_6,new_track,43
859,4295,143.167,camera_7,lost_track,13
860,4300,143.333,camera_2,removed,26
864,4320,144.0,camera_5,reacquired,63
866,4330,144.333,camera_5,new_track,65
868,4340,144.667,camera_4,removed,16
868,4340,144.667,camera_6,lost_track,43
869,4345,144.833,camera_5,lost_track,63
870,4350,145.0,camera_1,new_track,18
874,4370,145.667,camera_5,new_track,66
874,4370,145.667,camera_6,lost_track,42
878,4390,146.333,camera_6,lost_track,41
879,4395,146.5,camera_6,reacquired,43
880,4400,146.667,camera_3,removed,15
880,4400,146.667,camera_5,new_track,67
881,4405,146.833,camera_5,removed,62
882,4410,147.0,camera_1,removed,17
886,4430,147.667,camera_2,lost_track,25
886,4430,147.667,camera_5,new_track,68
889,4445,148.167,camera_7,removed,13
890,4450,148.333,camera_5,new_track,69
890,4450,148.333,camera_7,new_track,15
891,4455,148.5,camera_4,lost_track,15
894,4470,149.0,camera_3,lost_track,14
894,4470,149.0,camera_5,new_track,70
894,4470,149.0,camera_5,lost_track,69
